0.124657291666667,0,7.4794375
0.35763125,0,21.457875
0.765346354166667,0,45.92078125
0.997922916666667,0,59.875375
1.32568854166667,1,19.5413125
1.55754947916667,1,33.45296875
1.8576296875,1,51.45778125
2.09480677083333,2,5.68840625
2.85578229166667,2,51.3469375
3.089675,3,5.38050000000001
3.40289166666667,3,24.1735
3.6375640625,3,38.25384375
3.9939734375,3,59.63840625
4.23604895833333,4,14.1629375
4.54439270833333,4,32.6635625
4.78207760416667,4,46.92465625
5.03213385416667,5,1.92803124999998
5.27439375,5,16.463625
5.62702239583333,5,37.62134375
5.86089010416667,5,51.65340625
6.16092864583333,6,9.65571875000002
6.39192135416667,6,23.51528125
6.74695052083333,6,44.81703125
6.98301041666667,6,58.980625
7.304253125,7,18.2551875
7.5376390625,7,32.25834375
7.84618072916667,7,50.77084375
8.08023958333333,8,4.81437499999995
8.5102828125,8,30.61696875
8.75167604166667,8,45.1005625
9.17000260416667,9,10.20015625
9.40625,9,24.375
9.65585572916667,9,39.35134375
9.89065208333333,9,53.4391249999999
10.1847677083333,10,11.0860625
10.4242630208333,10,25.45578125
10.6850098958333,10,41.10059375
10.9184661458333,10,55.10796875
11.6586416666667,11,39.5185
11.8955619791667,11,53.73371875
12.2907822916667,12,17.4469375
12.5266026041667,12,31.59615625
12.8900041666667,12,53.40025
13.1262546875,13,7.57528124999997
13.4201239583333,13,25.2074375
13.6570401041667,13,39.42240625
13.9205515625,13,55.23309375
14.1896822916667,14,11.3809375
14.4112703125,14,24.67621875
14.6498536458333,14,38.99121875
15.001653125,15,0.099187500000042
15.2407671875,15,14.44603125
